year,fips,state_name,race,num_stu_total,num_stu_9_10,num_stu_11,num_stu_12,num_stu_pub_total,num_stu_pub_9_10,num_stu_pub_11,num_stu_pub_12,num_grad_ap,num_grad_pass_ap,ap_mandate,ap_funding
2013,41,Oregon,Total,16566,3951,6550,5851,14856,3759,5778,5123,8382,5270,0,0
2013,41,Oregon,White,11611,2712,4604,4193,10418,2573,4048,3705,,,0,0
2014,41,Oregon,Asian,2304,590,851,825,1967,549,707,677,,,0,0
2014,41,Oregon,Black,307,62,115,126,263,61,99,99,,,0,0
2014,41,Oregon,Hispanic,1693,382,732,547,1617,372,692,521,,,0,0
2014,41,Oregon,Total,17107,4133,6722,5970,15270,3911,5875,5225,8435,5305,0,0
2014,41,Oregon,White,11787,2812,4674,4145,10508,2660,4072,3635,,,0,0
2015,41,Oregon,Asian,2489,706,898,845,2092,631,752,675,,,0,0
2015,41,Oregon,Black,293,51,126,107,252,48,114,83,,,0,0
2015,41,Oregon,Hispanic,2076,459,870,691,1973,445,826,649,,,0,0
2015,41,Oregon,Total,18943,4754,7414,6363,16886,4460,6518,5528,9015,5680,0,0
2015,41,Oregon,White,12680,3157,4998,4318,11311,2969,4377,3770,,,0,0
2016,41,Oregon,Asian,2178,701,737,719,1826,634,574,601,,,0,0
2016,41,Oregon,Black,258,64,76,115,218,58,68,89,,,0,0
2016,41,Oregon,Hispanic,2916,791,1137,945,2741,775,1061,864,,,0,0
2016,41,Oregon,Total,19839,5287,7678,6643,17798,5003,6773,5811,9604,6060,0,0
2016,41,Oregon,White,12789,3269,5049,4353,11498,3096,4477,3815,,,0,0
2017,41,Oregon,Asian,2377,764,860,715,1985,687,719,547,,,0,0
2017,41,Oregon,Black,297,56,137,96,254,54,120,72,,,0,0
2017,41,Oregon,Hispanic,3344,963,1312,1015,3158,950,1219,936,,,0,0
2017,41,Oregon,Total,21052,5698,8098,6889,18861,5409,7174,5935,9885,6130,0,0
2017,41,Oregon,White,13068,3366,5061,4464,11699,3204,4465,3865,,,0,0
2018,41,Oregon,Asian,2299,692,856,721,1926,620,710,569,,,0,0
2018,41,Oregon,Black,277,73,112,84,228,69,94,58,,,0,0
2018,41,Oregon,Hispanic,3605,1066,1354,1076,3439,1047,1289,996,,,0,0
2018,41,Oregon,Total,21121,5750,8080,6852,19107,5466,7234,5991,10483,6364,0,0
2018,41,Oregon,White,12730,3320,4944,4305,11487,3161,4403,3770,,,0,0
2019,41,Oregon,Asian,2336,740,789,780,1940,660,638,620,,,0,0
2019,41,Oregon,Black,306,91,125,87,263,88,111,61,,,0,0
2019,41,Oregon,Hispanic,3767,1097,1443,1107,3596,1078,1372,1027,,,0,0
2019,41,Oregon,Total,21557,6157,8114,6868,19613,5902,7334,5987,10609,6662,0,0
2019,41,Oregon,White,13114,3614,4999,4337,11961,3491,4530,3789,,,0,0
2000,42,Pennsylvania,Total,,,,,,,,,14115,9429,0,0
2001,42,Pennsylvania,Asian,1801,200,663,906,1377,162,508,682,,,0,0
2001,42,Pennsylvania,Black,715,19,251,424,504,16,169,307,,,0,0
2001,42,Pennsylvania,Hispanic,186,13,50,113,143,7,36,94,,,0,0
2001,42,Pennsylvania,Total,28581,2123,10167,15617,21495,1506,7689,11797,15010,10093,0,0
2001,42,Pennsylvania,White,24145,1751,8581,13282,18249,1224,6523,10101,,,0,0
2002,42,Pennsylvania,Asian,1926,200,747,941,1513,172,587,727,,,0,0
2002,42,Pennsylvania,Black,774,29,252,477,586,20,197,357,,,0,0
2002,42,Pennsylvania,Hispanic,180,13,57,109,131,8,34,88,,,0,0
2002,42,Pennsylvania,Total,31053,2321,11199,16834,23448,1692,8454,12773,15890,10918,0,0
2002,42,Pennsylvania,White,26305,1926,9464,14378,19927,1381,7185,10957,,,0,0
2003,42,Pennsylvania,Asian,2016,243,715,995,1571,201,581,738,,,0,0
2003,42,Pennsylvania,Black,776,27,269,464,587,16,201,357,,,0,0
2003,42,Pennsylvania,Hispanic,236,14,69,145,183,13,51,112,,,0,0
2003,42,Pennsylvania,Total,32335,2528,11770,17041,24535,1841,9052,12871,16594,11421,0,0
2003,42,Pennsylvania,White,27526,2087,10076,14572,20989,1499,7808,11077,,,0,0
2004,42,Pennsylvania,Asian,2247,279,849,1039,1788,243,663,814,,,0,0
2004,42,Pennsylvania,Black,1057,42,352,602,849,38,273,483,,,0,0
2004,42,Pennsylvania,Hispanic,334,26,98,198,271,25,81,154,,,0,0
2004,42,Pennsylvania,Total,35021,2879,12407,18311,26854,2153,9619,13984,18059,12471,0,0
2004,42,Pennsylvania,White,29167,2327,10331,15417,22368,1695,8033,11808,,,0,0
2005,42,Pennsylvania,Asian,2529,323,919,1204,2013,264,747,930,,,0,0
2005,42,Pennsylvania,Black,1291,76,391,769,1088,67,330,645,,,0,0
2005,42,Pennsylvania,Hispanic,356,25,113,206,287,22,88,165,,,0,0
2005,42,Pennsylvania,Total,37216,3198,13588,19260,28622,2395,10646,14686,19004,13100,0,0
2005,42,Pennsylvania,White,30598,2535,11284,15900,23409,1863,8814,12070,,,0,0
2006,42,Pennsylvania,Asian,2722,371,1012,1278,2215,332,812,1017,,,0,0
2006,42,Pennsylvania,Black,1559,80,508,889,1324,65,436,754,,,0,0
2006,42,Pennsylvania,Hispanic,857,93,264,454,698,75,219,367,,,0,0
2006,42,Pennsylvania,Total,39517,3550,14692,19787,30920,2740,11746,15344,20125,13561,0,0
2006,42,Pennsylvania,White,31974,2793,12106,16102,24910,2101,9668,12430,,,0,0
2007,42,Pennsylvania,Asian,3098,398,1246,1364,2464,328,1022,1041,,,0,0
2007,42,Pennsylvania,Black,1888,84,619,1097,1609,62,532,937,,,0,0
2007,42,Pennsylvania,Hispanic,1007,91,329,537,814,75,262,434,,,0,0
2007,42,Pennsylvania,Total,42689,3794,16059,21353,33828,2894,12931,16821,21887,14442,0,0
2007,42,Pennsylvania,White,34493,3045,13008,17372,27299,2289,10458,13721,,,0,0
2008,42,Pennsylvania,Asian,3455,451,1232,1683,2775,388,989,1323,,,0,0
2008,42,Pennsylvania,Black,2172,144,702,1236,1881,112,604,1079,,,0,0
2008,42,Pennsylvania,Hispanic,1133,110,359,624,935,88,301,512,,,0,0
2008,42,Pennsylvania,Total,45588,4250,16888,23099,36589,3285,13801,18425,23700,15722,0,0
2008,42,Pennsylvania,White,36846,3362,13905,18647,29451,2556,11362,14793,,,0,0
2009,42,Pennsylvania,Asian,3671,577,1391,1624,2925,505,1108,1250,,,0,0
2009,42,Pennsylvania,Black,2551,197,954,1268,2242,175,867,1083,,,0,0
2009,42,Pennsylvania,Hispanic,1333,178,396,708,1101,152,318,586,,,0,0
2009,42,Pennsylvania,Total,47802,5043,17949,23306,38874,4089,14776,18812,24606,16154,0,0
2009,42,Pennsylvania,White,37947,3825,14421,18703,30762,3023,11854,15099,,,0,0
2010,42,Pennsylvania,Asian,4275,705,1672,1812,3409,618,1342,1382,,,0,0
2010,42,Pennsylvania,Black,3166,265,1127,1632,2692,208,953,1411,,,0,0
2010,42,Pennsylvania,Hispanic,1544,212,508,763,1267,187,410,621,,,0,0
2010,42,Pennsylvania,Total,50570,5623,19229,24041,41089,4580,15822,19308,25561,16488,0,0
2010,42,Pennsylvania,White,38796,4155,15020,18647,31566,3350,12416,14987,,,0,0
2011,42,Pennsylvania,Asian,4912,873,1744,2184,3944,773,1414,1664,,,0,0
2011,42,Pennsylvania,Black,3667,318,1246,1886,3076,261,1018,1606,,,0,0
2011,42,Pennsylvania,Hispanic,1825,248,551,957,1532,215,451,806,,,0,0
2011,42,Pennsylvania,Total,54496,6698,20455,25643,44771,5646,16999,20704,27357,17631,0,0
2011,42,Pennsylvania,White,41299,4887,15930,19421,33911,4073,13320,15654,,,0,0
2012,42,Pennsylvania,Asian,5183,916,2066,2140,4203,773,1684,1699,,,0,0
2012,42,Pennsylvania,Black,3542,301,1249,1936,2928,226,1051,1608,,,0,0
2012,42,Pennsylvania,Hispanic,1999,304,669,995,1685,284,549,828,,,0,0
2012,42,Pennsylvania,Total,56929,7326,21961,26803,47134,6197,18433,21835,28750,18665,0,0
2012,42,Pennsylvania,White,42879,5353,16765,20296,35735,4528,14216,16603,,,0,0
2013,42,Pennsylvania,Asian,5894,1135,2251,2444,4745,1008,1753,1929,,,0,0
2013,42,Pennsylvania,Black,3859,386,1450,1944,3136,301,1191,1579,,,0,0
2013,42,Pennsylvania,Hispanic,2439,365,846,1197,2041,323,721,971,,,0,0
2013,42,Pennsylvania,Total,61160,8678,23515,28147,50592,7436,19616,22871,30105,19965,0,0
2013,42,Pennsylvania,White,46524,6344,18095,21584,38618,5398,15215,17616,,,0,0
2014,42,Pennsylvania,Asian,6523,1317,2440,2631,5167,1134,1956,1968,,,0,0
2014,42,Pennsylvania,Black,3946,448,1584,1811,3157,354,1268,1444,,,0,0
2014,42,Pennsylvania,Hispanic,2681,368,982,1276,2269,340,815,1064,,,0,0
2014,42,Pennsylvania,Total,64374,9530,24737,28733,53153,8051,20675,23250,31102,20892,0,0
2014,42,Pennsylvania,White,48827,6941,18861,22112,40558,5833,15913,18034,,,0,0
2015,42,Pennsylvania,Asian,6708,1400,2478,2716,5348,1208,1962,2090,,,0,0
2015,42,Pennsylvania,Black,4184,501,1635,1943,3357,416,1304,1552,,,0,0
2015,42,Pennsylvania,Hispanic,2937,469,1038,1370,2432,421,845,1118,,,0,0
2015,42,Pennsylvania,Total,68396,11225,26117,29632,56710,9579,21838,24077,32824,21930,0,0
2015,42,Pennsylvania,White,51172,8164,19796,22347,42729,6927,16746,18317,,,0,0
2016,42,Pennsylvania,Asian,7034,1568,2546,2828,5574,1353,1991,2160,,,0,0
2016,42,Pennsylvania,Black,4190,539,1585,1990,3388,461,1273,1597,,,0,0
2016,42,Pennsylvania,Hispanic,4385,815,1626,1883,3693,733,1357,1552,,,0,0
2016,42,Pennsylvania,Total,71795,12462,28157,30227,59834,10740,23626,24681,33698,22534,0,0
2016,42,Pennsylvania,White,52810,8887,21056,22314,44305,7605,17866,18364,,,0,0
2017,42,Pennsylvania,Asian,7618,1786,2865,2875,6016,1523,2275,2139,,,0,0
2017,42,Pennsylvania,Black,4434,525,1739,2086,3576,438,1397,1670,,,0,0
2017,42,Pennsylvania,Hispanic,4886,918,1847,2058,4115,823,1545,1694,,,0,0
2017,42,Pennsylvania,Total,75952,13243,30099,31673,63574,11435,25489,25868,35367,23586,0,0
2017,42,Pennsylvania,White,55338,9214,22209,23396,46719,7943,19029,19321,,,0,0
2018,42,Pennsylvania,Asian,7974,1888,2996,2990,6326,1625,2365,2258,,,0,0
2018,42,Pennsylvania,Black,4027,526,1540,1873,3380,458,1288,1559,,,0,0
2018,42,Pennsylvania,Hispanic,5335,963,2074,2212,4561,866,1774,1845,,,0,0
2018,42,Pennsylvania,Total,77232,13848,30691,31590,65186,11978,26130,26167,37116,24462,0,0
2018,42,Pennsylvania,White,55542,9564,22354,23025,47171,8242,19217,19230,,,0,0
2019,42,Pennsylvania,Asian,8644,2301,3025,3189,6971,1996,2426,2434,,,0,0
2019,42,Pennsylvania,Black,4127,609,1596,1814,3406,468,1349,1507,,,0,0
2019,42,Pennsylvania,Hispanic,5476,991,2087,2301,4642,876,1770,1913,,,0,0
2019,42,Pennsylvania,Total,77481,15607,29971,30744,65363,13473,25644,25280,36994,24801,0,0
2019,42,Pennsylvania,White,55007,10692,21676,22043,46744,9252,18732,18256,,,0,0
2000,44,Rhode Island,Total,,,,,,,,,905,588,0,0
2001,44,Rhode Island,Asian,120,10,53,56,77,8,38,31,,,0,0
2001,44,Rhode Island,Black,48,1,21,22,30,1,12,13,,,0,0
2001,44,Rhode Island,Hispanic,11,0,6,5,7,0,5,2,,,0,0
2001,44,Rhode Island,Total,2349,114,965,1217,1337,72,555,675,903,530,0,0
2001,44,Rhode Island,White,1953,94,800,1016,1106,59,448,571,,,0,0
2002,44,Rhode Island,Asian,150,8,64,76,99,6,39,52,,,0,0
2002,44,Rhode Island,Black,52,1,18,32,33,0,11,21,,,0,0
2002,44,Rhode Island,Hispanic,15,2,6,6,12,2,6,3,,,0,0
2002,44,Rhode Island,Total,2622,139,993,1412,1558,79,585,846,1118,666,0,0
2002,44,Rhode Island,White,2155,106,822,1161,1265,55,477,693,,,0,0
2003,44,Rhode Island,Asian,144,8,58,73,94,5,46,39,,,0,0
2003,44,Rhode Island,Black,52,5,20,24,31,3,11,16,,,0,0
2003,44,Rhode Island,Hispanic,17,1,4,12,14,1,3,10,,,0,0
2003,44,Rhode Island,Total,2576,140,1085,1244,1541,92,643,742,1061,677,0,0
2003,44,Rhode Island,White,2124,105,914,1024,1259,68,529,610,,,0,0
2004,44,Rhode Island,Asian,129,17,52,60,83,9,37,37,,,0,0
2004,44,Rhode Island,Black,42,3,13,23,21,1,7,10,,,0,0
2004,44,Rhode Island,Hispanic,16,0,7,7,10,0,3,5,,,0,0
2004,44,Rhode Island,Total,2829,191,1119,1386,1666,123,659,795,1112,722,0,0
2004,44,Rhode Island,White,2414,152,956,1196,1434,99,551,709,,,0,0
2005,44,Rhode Island,Asian,142,17,60,58,91,12,38,38,,,0,0
2005,44,Rhode Island,Black,76,7,26,42,44,5,18,20,,,0,0
2005,44,Rhode Island,Hispanic,27,3,9,13,16,3,7,6,,,0,0
2005,44,Rhode Island,Total,3081,216,1204,1510,1837,155,740,873,1203,800,0,0
2005,44,Rhode Island,White,2499,167,1005,1242,1503,118,605,724,,,0,0
2006,44,Rhode Island,Asian,171,25,70,74,106,14,49,42,,,0,0
2006,44,Rhode Island,Black,86,6,32,46,53,4,21,26,,,0,0
2006,44,Rhode Island,Hispanic,122,15,40,63,90,10,32,44,,,0,0
2006,44,Rhode Island,Total,3266,259,1287,1578,1982,169,814,914,1298,844,0,0
2006,44,Rhode Island,White,2612,195,1055,1274,1603,131,664,754,,,0,0
2007,44,Rhode Island,Asian,194,30,81,75,127,14,56,51,,,0,0
2007,44,Rhode Island,Black,58,3,20,33,38,1,16,19,,,0,0
2007,44,Rhode Island,Hispanic,126,12,56,54,82,11,34,34,,,0,0
2007,44,Rhode Island,Total,3544,296,1365,1737,2194,222,845,1037,1438,900,0,0
2007,44,Rhode Island,White,2899,230,1117,1448,1781,180,681,862,,,0,0
2008,44,Rhode Island,Asian,218,27,85,102,127,11,44,69,,,0,0
2008,44,Rhode Island,Black,65,9,27,28,41,8,18,14,,,0,0
2008,44,Rhode Island,Hispanic,193,17,78,88,142,11,64,60,,,0,0
2008,44,Rhode Island,Total,3906,309,1521,1946,2489,226,979,1201,1555,991,0,0
2008,44,Rhode Island,White,3168,240,1240,1605,2011,182,793,983,,,0,0
2009,44,Rhode Island,Asian,240,32,101,101,130,23,51,54,,,0,0
2009,44,Rhode Island,Black,90,6,31,50,61,5,21,33,,,0,0
2009,44,Rhode Island,Hispanic,195,16,59,108,151,12,50,79,,,0,0
2009,44,Rhode Island,Total,4088,334,1484,2113,2600,254,904,1341,1764,1092,0,0
2009,44,Rhode Island,White,3254,255,1197,1699,2076,196,725,1090,,,0,0
2010,44,Rhode Island,Asian,256,28,87,134,150,12,60,73,,,0,0
2010,44,Rhode Island,Black,104,13,24,64,74,13,17,42,,,0,0
2010,44,Rhode Island,Hispanic,335,27,94,196,259,27,74,148,,,0,0
2010,44,Rhode Island,Total,4299,346,1475,2297,2689,260,903,1416,1795,1095,0,0
2010,44,Rhode Island,White,3306,261,1187,1754,2043,195,713,1067,,,0,0
2011,44,Rhode Island,Asian,309,40,124,136,184,24,71,83,,,0,0
2011,44,Rhode Island,Black,168,12,64,88,134,10,56,64,,,0,0
2011,44,Rhode Island,Hispanic,408,25,136,229,356,24,119,198,,,0,0
2011,44,Rhode Island,Total,4600,379,1690,2348,3099,290,1130,1566,1907,1168,0,0
2011,44,Rhode Island,White,3395,280,1266,1725,2209,216,813,1109,,,0,0
2012,44,Rhode Island,Asian,355,42,143,164,203,20,83,97,,,0,0
2012,44,Rhode Island,Black,179,9,60,108,144,7,46,89,,,0,0
2012,44,Rhode Island,Hispanic,461,47,168,237,402,43,143,207,,,0,0
2012,44,Rhode Island,Total,5013,427,1873,2615,3449,318,1254,1809,2176,1302,0,0
2012,44,Rhode Island,White,3641,299,1382,1909,2437,225,909,1270,,,0,0
2013,44,Rhode Island,Asian,461,77,168,204,273,50,93,128,,,0,0
2013,44,Rhode Island,Black,276,18,80,170,239,17,66,148,,,0,0
2013,44,Rhode Island,Hispanic,728,61,275,374,662,58,251,336,,,0,0
2013,44,Rhode Island,Total,5683,500,2158,2888,4148,419,1554,2081,2494,1383,0,0
2013,44,Rhode Island,White,3957,320,1548,2013,2788,275,1076,1388,,,0,0
2014,44,Rhode Island,Asian,476,70,178,213,269,42,99,124,,,0,0
2014,44,Rhode Island,Black,276,26,98,145,233,22,85,119,,,0,0
2014,44,Rhode Island,Hispanic,763,63,282,399,699,62,255,365,,,0,0
2014,44,Rhode Island,Total,5907,624,2132,2982,4357,516,1553,2193,2658,1556,0,0
2014,44,Rhode Island,White,4129,416,1494,2108,2967,355,1050,1506,,,0,0
2015,44,Rhode Island,Asian,498,53,209,231,276,26,125,125,,,0,0
2015,44,Rhode Island,Black,301,20,126,144,254,18,106,120,,,0,0
2015,44,Rhode Island,Hispanic,751,46,286,401,689,43,264,366,,,0,0
2015,44,Rhode Island,Total,6281,575,2451,3085,4676,461,1821,2274,2758,1655,0,0
2015,44,Rhode Island,White,4285,402,1680,2111,3132,342,1212,1512,,,0,0
2016,44,Rhode Island,Asian,492,71,163,251,261,45,75,138,,,0,0
2016,44,Rhode Island,Black,323,27,112,175,286,23,99,156,,,0,0
2016,44,Rhode Island,Hispanic,1006,103,332,561,914,96,298,510,,,0,0
2016,44,Rhode Island,Total,6606,792,2476,3249,5039,671,1851,2450,2944,1726,0,0
2016,44,Rhode Island,White,4395,545,1698,2110,3286,466,1257,1532,,,0,0
2017,44,Rhode Island,Asian,491,96,196,196,240,62,92,84,,,0,0
2017,44,Rhode Island,Black,363,33,150,165,318,32,129,142,,,0,0
2017,44,Rhode Island,Hispanic,1203,152,518,513,1107,144,485,462,,,0,0
2017,44,Rhode Island,Total,7141,994,2871,3161,5540,870,2260,2321,2876,1707,0,0
2017,44,Rhode Island,White,4652,647,1860,2090,3546,576,1445,1484,,,0,0
2018,44,Rhode Island,Asian,574,110,217,232,326,67,129,122,,,0,0
2018,44,Rhode Island,Black,382,40,153,172,348,40,144,149,,,0,0
2018,44,Rhode Island,Hispanic,1377,155,558,621,1270,151,518,558,,,0,0
2018,44,Rhode Island,Total,7878,1134,3077,3460,6324,999,2451,2694,3429,1911,0,0
2018,44,Rhode Island,White,5027,745,1964,2235,3976,675,1529,1701,,,0,0
2019,44,Rhode Island,Asian,600,79,248,266,355,47,148,157,,,0,0
2019,44,Rhode Island,Black,414,37,188,185,386,35,176,172,,,0,0
2019,44,Rhode Island,Hispanic,1389,169,488,714,1284,164,451,653,,,0,0
2019,44,Rhode Island,Total,8159,1161,3223,3658,6581,1017,2586,2892,3684,2036,0,0
2019,44,Rhode Island,White,5210,792,2075,2274,4120,696,1642,1728,,,0,0
2000,45,South Carolina,Total,,,,,,,,,6016,3381,1,1
2001,45,South Carolina,Asian,423,43,174,198,387,41,159,180,,,1,1
2001,45,South Carolina,Black,1409,57,512,808,1384,53,507,792,,,1,1
2001,45,South Carolina,Hispanic,72,8,28,32,66,8,27,27,,,1,1
2001,45,South Carolina,Total,10470,615,4071,5535,9349,514,3691,4908,6064,3554,1,1
2001,45,South Carolina,White,8129,471,3182,4294,7111,384,2833,3723,,,1,1
2002,45,South Carolina,Asian,434,39,162,217,399,35,151,197,,,1,1
2002,45,South Carolina,Black,1360,46,553,715,1338,45,544,706,,,1,1
2002,45,South Carolina,Hispanic,74,8,25,39,71,8,23,38,,,1,1
2002,45,South Carolina,Total,11323,712,4407,5843,10080,530,3970,5248,6444,3944,1,1
2002,45,South Carolina,White,8924,583,3472,4621,7805,412,3080,4084,,,1,1
2003,45,South Carolina,Asian,504,67,193,230,464,64,174,214,,,1,1
2003,45,South Carolina,Black,1545,95,565,834,1517,93,558,816,,,1,1
2003,45,South Carolina,Hispanic,87,10,25,49,84,10,25,47,,,1,1
2003,45,South Carolina,Total,12013,1037,4443,6110,10680,832,3985,5472,6873,4112,1,1
2003,45,South Carolina,White,9347,821,3459,4745,8148,633,3054,4165,,,1,1
2004,45,South Carolina,Asian,507,81,179,223,459,76,162,200,,,1,1
2004,45,South Carolina,Black,1490,75,562,781,1467,73,555,767,,,1,1
2004,45,South Carolina,Hispanic,85,10,28,40,77,9,26,36,,,1,1
2004,45,South Carolina,Total,12315,1159,4735,5826,10982,1004,4248,5185,6615,3722,1,1
2004,45,South Carolina,White,9600,912,3732,4518,8426,768,3299,3963,,,1,1
2005,45,South Carolina,Asian,526,84,207,216,488,80,191,199,,,1,1
2005,45,South Carolina,Black,1730,115,643,895,1700,114,636,873,,,1,1
2005,45,South Carolina,Hispanic,96,12,26,52,88,10,22,50,,,1,1
2005,45,South Carolina,Total,13666,1580,5045,6556,12301,1401,4616,5845,7334,4213,1,1
2005,45,South Carolina,White,10508,1264,3858,5071,9286,1098,3471,4433,,,1,1
2006,45,South Carolina,Asian,598,92,211,269,545,87,196,237,,,1,1
2006,45,South Carolina,Black,1811,193,621,926,1771,190,608,902,,,1,1
2006,45,South Carolina,Hispanic,324,44,132,136,301,42,123,125,,,1,1
2006,45,South Carolina,Total,14527,1769,5257,6659,13044,1593,4737,5957,7774,4532,1,1
2006,45,South Carolina,White,10846,1324,4047,5082,9565,1162,3587,4473,,,1,1
2007,45,South Carolina,Asian,637,121,226,265,583,112,204,242,,,1,1
2007,45,South Carolina,Black,2025,243,735,971,1978,239,716,949,,,1,1
2007,45,South Carolina,Hispanic,394,60,145,176,376,59,138,166,,,1,1
2007,45,South Carolina,Total,15788,2371,5700,7079,14169,2150,5133,6296,8142,4765,1,1
2007,45,South Carolina,White,12047,1840,4381,5382,10612,1650,3876,4686,,,1,1
2008,45,South Carolina,Asian,692,157,256,261,617,145,224,230,,,1,1
2008,45,South Carolina,Black,2258,284,933,954,2213,278,926,924,,,1,1
2008,45,South Carolina,Hispanic,451,81,155,199,418,77,144,182,,,1,1
2008,45,South Carolina,Total,16454,2687,6297,6876,14787,2465,5706,6069,8182,4881,1,1
2008,45,South Carolina,White,12293,2018,4709,5199,10831,1827,4184,4489,,,1,1
2009,45,South Carolina,Asian,760,171,264,301,680,164,235,259,,,1,1
2009,45,South Carolina,Black,2482,321,929,1130,2437,314,913,1110,,,1,1
2009,45,South Carolina,Hispanic,481,88,167,206,452,84,159,191,,,1,1
2009,45,South Carolina,Total,18001,3300,6468,7590,16352,3057,5904,6797,9175,5233,1,1
2009,45,South Carolina,White,13394,2556,4818,5609,11962,2339,4325,4929,,,1,1
2010,45,South Carolina,Asian,842,199,298,325,742,186,262,278,,,1,1
2010,45,South Carolina,Black,2627,415,1014,1097,2565,405,991,1070,,,1,1
2010,45,South Carolina,Hispanic,638,119,234,261,599,115,213,247,,,1,1
2010,45,South Carolina,Total,19587,3776,7096,7916,17777,3539,6425,7082,9626,5409,1,1
2010,45,South Carolina,White,14276,2823,5213,5834,12740,2622,4640,5114,,,1,1
2011,45,South Carolina,Asian,943,231,339,351,824,219,292,291,,,1,1
2011,45,South Carolina,Black,2570,421,964,1098,2519,417,941,1075,,,1,1
2011,45,South Carolina,Hispanic,708,144,228,308,661,141,212,284,,,1,1
2011,45,South Carolina,Total,20684,4425,7366,8152,18766,4188,6647,7250,10149,5855,1,1
2011,45,South Carolina,White,15289,3378,5418,6019,13657,3167,4811,5253,,,1,1
2012,45,South Carolina,Asian,1101,328,371,397,975,315,328,328,,,1,1
2012,45,South Carolina,Black,2945,653,1067,1189,2879,642,1045,1158,,,1,1
2012,45,South Carolina,Hispanic,862,198,304,332,805,193,282,302,,,1,1
2012,45,South Carolina,Total,23540,6238,8199,8724,21456,5910,7436,7752,10564,6231,1,1
2012,45,South Carolina,White,17174,4675,5979,6318,15402,4387,5324,5502,,,1,1
2013,45,South Carolina,Asian,1254,361,425,441,1095,348,352,371,,,1,1
2013,45,South Carolina,Black,3249,750,1198,1226,3173,739,1168,1192,,,1,1
2013,45,South Carolina,Hispanic,1082,269,382,416,1034,264,362,393,,,1,1
2013,45,South Carolina,Total,25667,7285,8720,9163,23501,6948,7882,8210,11332,6838,1,1
2013,45,South Carolina,White,18971,5538,6376,6766,17136,5238,5682,5955,,,1,1
2014,45,South Carolina,Asian,1420,467,425,504,1242,447,365,409,,,1,1
2014,45,South Carolina,Black,3655,953,1278,1296,3581,942,1251,1263,,,1,1
2014,45,South Carolina,Hispanic,1221,327,412,461,1164,321,386,436,,,1,1
2014,45,South Carolina,Total,27655,8263,9088,9648,25502,7905,8296,8676,12057,7159,1,1
2014,45,South Carolina,White,20209,6129,6615,7050,18400,5816,5945,6249,,,1,1
2015,45,South Carolina,Asian,1458,466,464,500,1273,446,392,413,,,1,1
2015,45,South Carolina,Black,3826,1018,1307,1407,3742,1002,1271,1377,,,1,1
2015,45,South Carolina,Hispanic,1360,415,430,486,1296,409,405,453,,,1,1
2015,45,South Carolina,Total,28987,8832,9543,9968,26666,8458,8662,8944,12969,7633,1,1
2015,45,South Carolina,White,20885,6400,6913,7173,18964,6080,6184,6326,,,1,1
2016,45,South Carolina,Asian,1365,485,450,415,1180,459,376,332,,,1,1
2016,45,South Carolina,Black,3772,1056,1350,1324,3684,1045,1316,1284,,,1,1
2016,45,South Carolina,Hispanic,2203,724,708,748,2101,705,665,709,,,1,1
2016,45,South Carolina,Total,30878,9726,10531,10191,28455,9235,9611,9193,13570,7911,1,1
2016,45,South Carolina,White,21704,6840,7461,7147,19723,6416,6721,6336,,,1,1
2017,45,South Carolina,Asian,1509,552,472,473,1323,526,402,384,,,1,1
2017,45,South Carolina,Black,3990,1158,1455,1324,3904,1146,1418,1289,,,1,1
2017,45,South Carolina,Hispanic,2678,937,875,819,2572,910,834,782,,,1,1
2017,45,South Carolina,Total,33334,11339,10997,10562,30861,10863,10021,9564,14339,8427,1,1
2017,45,South Carolina,White,23084,7932,7499,7398,21088,7540,6716,6595,,,1,1
2018,45,South Carolina,Asian,1683,644,503,516,1503,612,445,428,,,1,1
2018,45,South Carolina,Black,4212,1293,1385,1440,4115,1277,1353,1393,,,1,1
2018,45,South Carolina,Hispanic,3063,1110,1014,895,2937,1082,966,845,,,1,1
2018,45,South Carolina,Total,35286,12358,11283,11065,32639,11794,10324,9967,15175,8773,1,1
2018,45,South Carolina,White,23955,8492,7636,7495,21846,8037,6869,6622,,,1,1
2019,45,South Carolina,Asian,1777,676,561,522,1612,651,499,447,,,1,1
2019,45,South Carolina,Black,3972,1236,1372,1272,3872,1209,1342,1232,,,1,1
2019,45,South Carolina,Hispanic,3103,1098,962,994,2974,1080,910,935,,,1,1
2019,45,South Carolina,Total,34952,12633,11042,10676,32494,12116,10156,9658,15330,9027,1,1
2019,45,South Carolina,White,23866,8805,7456,7267,21913,8382,6750,6468,,,1,1
2000,46,South Dakota,Total,,,,,,,,,886,540,0,0
2001,46,South Dakota,Asian,35,2,16,17,33,1,15,17,,,0,0
2001,46,South Dakota,Black,4,0,3,1,4,0,3,1,,,0,0
2001,46,South Dakota,Hispanic,6,0,4,2,4,0,3,1,,,0,0
2001,46,South Dakota,Total,1410,24,508,851,1343,21,483,812,958,557,0,0
2001,46,South Dakota,White,1309,20,465,799,1248,18,443,762,,,0,0
2002,46,South Dakota,Asian,40,0,17,23,38,0,17,21,,,0,0
2002,46,South Dakota,Black,5,0,2,2,3,0,2,1,,,0,0
2002,46,South Dakota,Hispanic,6,0,3,3,6,0,3,3,,,0,0
2002,46,South Dakota,Total,1434,23,509,866,1353,22,484,815,1003,610,0,0
