year,fips,state_name,race,num_stu_total,num_stu_9_10,num_stu_11,num_stu_12,num_stu_pub_total,num_stu_pub_9_10,num_stu_pub_11,num_stu_pub_12,num_grad_ap,num_grad_pass_ap,ap_mandate,ap_funding
2001,21,Kentucky,White,7246,348,3006,3721,5771,315,2402,2911,,,0,0
2002,21,Kentucky,Asian,315,43,128,139,274,43,108,118,,,0,0
2002,21,Kentucky,Black,217,16,105,94,198,15,96,85,,,0,0
2002,21,Kentucky,Hispanic,39,2,20,17,34,2,17,15,,,0,0
2002,21,Kentucky,Total,8925,629,3739,4330,7317,547,3062,3515,4537,2396,0,0
2002,21,Kentucky,White,8030,540,3364,3926,6551,467,2748,3169,,,0,0
2003,21,Kentucky,Asian,325,56,119,145,289,54,108,123,,,0,0
2003,21,Kentucky,Black,351,52,126,165,337,52,122,155,,,0,0
2003,21,Kentucky,Hispanic,54,5,21,25,49,5,20,21,,,0,0
2003,21,Kentucky,Total,10154,899,4072,4825,8397,826,3354,3910,5136,2639,0,0
2003,21,Kentucky,White,9028,754,3646,4337,7392,684,2970,3489,,,0,0
2004,21,Kentucky,Asian,415,88,164,146,365,82,141,125,,,0,0
2004,21,Kentucky,Black,374,58,141,159,344,53,127,148,,,0,0
2004,21,Kentucky,Hispanic,64,11,20,32,57,10,19,27,,,0,0
2004,21,Kentucky,Total,11457,1297,4392,5204,9458,1135,3651,4188,5555,2910,0,0
2004,21,Kentucky,White,10117,1069,3899,4677,8274,923,3219,3733,,,0,0
2005,21,Kentucky,Asian,488,109,180,183,432,105,156,156,,,0,0
2005,21,Kentucky,Black,435,70,160,189,409,70,147,176,,,0,0
2005,21,Kentucky,Hispanic,87,12,46,25,77,10,40,23,,,0,0
2005,21,Kentucky,Total,12340,1525,4754,5584,10246,1415,3870,4563,6111,3187,0,0
2005,21,Kentucky,White,10724,1249,4140,4950,8826,1151,3348,4011,,,0,0
2006,21,Kentucky,Asian,539,118,185,223,479,117,163,188,,,0,0
2006,21,Kentucky,Black,459,87,145,207,441,87,140,194,,,0,0
2006,21,Kentucky,Hispanic,236,43,71,107,213,42,63,95,,,0,0
2006,21,Kentucky,Total,13625,1943,5132,5933,11627,1818,4361,4911,6595,3338,0,0
2006,21,Kentucky,White,11746,1604,4521,5196,9912,1482,3809,4261,,,0,0
2007,21,Kentucky,Asian,611,160,187,242,555,154,171,211,,,0,0
2007,21,Kentucky,Black,570,122,215,217,551,120,209,206,,,0,0
2007,21,Kentucky,Hispanic,259,52,97,102,228,51,84,85,,,0,0
2007,21,Kentucky,Total,15408,2637,5876,6318,13246,2474,5032,5238,7036,3518,0,0
2007,21,Kentucky,White,13381,2179,5201,5564,11395,2031,4413,4571,,,0,0
2008,21,Kentucky,Asian,668,209,222,218,602,204,194,187,,,0,0
2008,21,Kentucky,Black,712,167,235,283,687,164,229,268,,,0,0
2008,21,Kentucky,Hispanic,324,62,105,139,283,59,91,117,,,0,0
2008,21,Kentucky,Total,16944,3107,6325,6862,14688,2961,5481,5676,7864,3967,0,0
2008,21,Kentucky,White,14584,2546,5530,6034,12534,2414,4768,4941,,,0,0
2009,21,Kentucky,Asian,767,212,267,262,693,206,237,225,,,0,1
2009,21,Kentucky,Black,843,172,322,300,814,171,309,287,,,0,1
2009,21,Kentucky,Hispanic,417,90,153,158,388,86,141,145,,,0,1
2009,21,Kentucky,Total,19440,3928,7215,7593,16988,3716,6238,6405,8833,4369,0,1
2009,21,Kentucky,White,16599,3271,6213,6613,14398,3074,5338,5544,,,0,1
2010,21,Kentucky,Asian,795,243,237,297,720,235,209,262,,,0,1
2010,21,Kentucky,Black,1052,242,363,408,1011,239,352,381,,,0,1
2010,21,Kentucky,Hispanic,504,106,183,186,448,103,156,162,,,0,1
2010,21,Kentucky,Total,22202,4740,8086,8438,19561,4538,7097,7094,9779,4903,0,1
2010,21,Kentucky,White,18791,3946,7003,7247,16456,3765,6115,6058,,,0,1
2011,21,Kentucky,Asian,930,324,315,273,832,317,267,232,,,0,1
2011,21,Kentucky,Black,1338,331,510,451,1295,329,494,429,,,0,1
2011,21,Kentucky,Hispanic,633,165,216,220,576,161,200,185,,,0,1
2011,21,Kentucky,Total,26226,6455,9647,9171,23507,6236,8582,7831,10872,5393,0,1
2011,21,Kentucky,White,22168,5297,8244,7899,19757,5101,7296,6709,,,0,1
2012,21,Kentucky,Asian,1030,388,314,321,922,373,280,262,,,0,1
2012,21,Kentucky,Black,1453,456,517,459,1411,454,501,435,,,0,1
2012,21,Kentucky,Hispanic,805,250,264,279,755,246,238,260,,,0,1
2012,21,Kentucky,Total,29380,8488,10619,9784,26477,8170,9405,8444,12218,6067,0,1
2012,21,Kentucky,White,24544,6881,9052,8293,21973,6599,7962,7116,,,0,1
2013,21,Kentucky,Asian,1171,459,368,332,1044,430,321,283,,,0,1
2013,21,Kentucky,Black,1542,482,561,469,1494,481,538,446,,,0,1
2013,21,Kentucky,Hispanic,945,285,333,310,868,275,305,273,,,0,1
2013,21,Kentucky,Total,31254,9471,11342,9918,28075,8983,10107,8514,12824,6595,0,1
2013,21,Kentucky,White,26254,7767,9607,8495,23424,7339,8516,7225,,,0,1
2014,21,Kentucky,Asian,1240,459,379,354,1104,426,328,305,,,0,1
2014,21,Kentucky,Black,1535,531,490,473,1492,524,482,446,,,0,1
2014,21,Kentucky,Hispanic,1045,308,371,337,978,295,340,316,,,0,1
2014,21,Kentucky,Total,33589,10800,11928,10109,30197,10217,10634,8669,13656,6940,0,1
2014,21,Kentucky,White,28329,9012,10189,8580,25311,8507,9036,7280,,,0,1
2015,21,Kentucky,Asian,1364,546,414,375,1210,522,347,313,,,0,1
2015,21,Kentucky,Black,1809,661,606,492,1769,651,591,477,,,0,1
2015,21,Kentucky,Hispanic,1202,398,375,401,1125,383,348,368,,,0,1
2015,21,Kentucky,Total,35069,11824,12033,10350,31590,11178,10759,8853,14825,7463,0,1
2015,21,Kentucky,White,28946,9600,10084,8646,25898,9036,8972,7316,,,0,1
2016,21,Kentucky,Asian,1271,543,357,339,1110,502,303,275,,,0,1
2016,21,Kentucky,Black,1629,534,547,500,1578,527,527,477,,,0,1
2016,21,Kentucky,Hispanic,1582,538,545,461,1481,514,505,426,,,0,1
2016,21,Kentucky,Total,34233,11867,11731,9854,30728,11116,10461,8414,14706,7419,0,1
2016,21,Kentucky,White,27698,9526,9622,8067,24637,8873,8514,6796,,,0,1
2017,21,Kentucky,Asian,1462,613,464,362,1290,573,395,300,,,0,1
2017,21,Kentucky,Black,1811,644,638,493,1751,632,612,472,,,0,1
2017,21,Kentucky,Hispanic,1811,684,603,480,1693,655,553,443,,,0,1
2017,21,Kentucky,Total,35750,13033,12212,9678,32036,12228,10818,8200,14828,7590,0,1
2017,21,Kentucky,White,28420,10171,9843,7855,25205,9490,8644,6542,,,0,1
2018,21,Kentucky,Asian,1648,692,470,449,1446,643,396,376,,,0,1
2018,21,Kentucky,Black,1836,686,593,490,1783,676,577,465,,,0,1
2018,21,Kentucky,Hispanic,1898,716,646,494,1775,688,607,440,,,0,1
2018,21,Kentucky,Total,35094,13132,11731,9548,31498,12354,10485,8043,15627,7851,0,1
2018,21,Kentucky,White,27426,10091,9328,7602,24384,9439,8278,6309,,,0,1
2019,21,Kentucky,Asian,1674,752,486,424,1461,703,407,340,,,0,1
2019,21,Kentucky,Black,1695,698,568,421,1652,687,556,402,,,0,1
2019,21,Kentucky,Hispanic,1938,734,690,494,1819,704,651,448,,,0,1
2019,21,Kentucky,Total,33849,13661,11211,8597,30479,12872,9993,7271,14807,7707,0,1
2019,21,Kentucky,White,26157,10377,8766,6762,23310,9717,7727,5639,,,0,1
2000,22,Louisiana,Total,,,,,,,,,1214,711,0,0
2001,22,Louisiana,Asian,257,38,84,131,177,20,57,97,,,0,0
2001,22,Louisiana,Black,410,12,137,253,300,6,92,198,,,0,0
2001,22,Louisiana,Hispanic,33,2,14,15,17,1,6,8,,,0,0
2001,22,Louisiana,Total,3672,296,1453,1844,1840,103,736,961,1296,726,0,0
2001,22,Louisiana,White,2728,221,1118,1331,1233,67,529,608,,,0,0
2002,22,Louisiana,Asian,281,44,115,117,182,22,71,85,,,0,0
2002,22,Louisiana,Black,400,16,170,202,316,14,134,161,,,0,0
2002,22,Louisiana,Hispanic,26,2,9,14,14,1,7,5,,,0,0
2002,22,Louisiana,Total,3951,347,1556,1969,1961,125,837,958,1399,775,0,0
2002,22,Louisiana,White,2972,259,1151,1512,1311,76,564,646,,,0,0
2003,22,Louisiana,Asian,304,38,115,145,210,26,81,99,,,0,0
2003,22,Louisiana,Black,370,19,146,195,278,15,116,141,,,0,0
2003,22,Louisiana,Hispanic,31,5,9,17,16,1,4,11,,,0,0
2003,22,Louisiana,Total,4129,343,1530,2162,2008,140,765,1059,1542,807,0,0
2003,22,Louisiana,White,3134,253,1154,1664,1372,87,515,747,,,0,0
2004,22,Louisiana,Asian,316,42,114,152,227,24,84,115,,,0,0
2004,22,Louisiana,Black,447,24,122,288,347,21,95,221,,,0,0
2004,22,Louisiana,Hispanic,32,3,9,19,17,2,5,9,,,0,0
2004,22,Louisiana,Total,4402,398,1505,2361,2313,198,790,1268,1635,925,0,0
2004,22,Louisiana,White,3274,279,1147,1751,1540,126,545,836,,,0,0
2005,22,Louisiana,Asian,318,61,138,115,220,43,101,73,,,0,0
2005,22,Louisiana,Black,503,18,196,278,386,14,156,210,,,0,0
2005,22,Louisiana,Hispanic,41,4,15,21,26,1,8,16,,,0,0
2005,22,Louisiana,Total,4648,457,1813,2253,2474,220,1008,1193,1636,900,0,0
2005,22,Louisiana,White,3428,330,1320,1694,1663,140,675,817,,,0,0
2006,22,Louisiana,Asian,308,60,121,124,218,41,91,83,,,0,0
2006,22,Louisiana,Black,468,30,212,215,379,26,169,175,,,0,0
2006,22,Louisiana,Hispanic,178,17,71,88,98,8,42,47,,,0,0
2006,22,Louisiana,Total,4732,396,1965,2176,2686,210,1146,1210,1821,839,0,0
2006,22,Louisiana,White,3484,269,1462,1653,1804,124,787,850,,,0,0
2007,22,Louisiana,Asian,391,69,162,154,296,54,120,117,,,0,0
2007,22,Louisiana,Black,562,44,230,261,451,35,190,205,,,0,0
2007,22,Louisiana,Hispanic,176,29,79,65,96,17,42,35,,,0,0
2007,22,Louisiana,Total,5456,500,2369,2407,3193,287,1457,1343,1957,920,0,0
2007,22,Louisiana,White,4056,334,1770,1839,2186,163,1027,940,,,0,0
2008,22,Louisiana,Asian,442,73,172,194,334,57,128,148,,,0,0
2008,22,Louisiana,Black,875,49,381,420,745,44,344,336,,,0,0
2008,22,Louisiana,Hispanic,240,25,119,91,135,14,73,45,,,0,0
2008,22,Louisiana,Total,6423,508,2810,2940,3973,280,1872,1731,2505,1116,0,0
2008,22,Louisiana,White,4610,334,2050,2115,2596,146,1266,1134,,,0,0
2009,22,Louisiana,Asian,498,85,210,195,394,72,169,145,,,0,0
2009,22,Louisiana,Black,1067,96,505,432,952,90,457,374,,,0,0
2009,22,Louisiana,Hispanic,273,30,115,122,154,18,72,59,,,0,0
2009,22,Louisiana,Total,7106,732,3158,2992,4568,479,2109,1814,2837,1241,0,0
2009,22,Louisiana,White,4901,484,2170,2107,2810,276,1292,1147,,,0,0
2010,22,Louisiana,Asian,561,121,205,231,446,102,167,173,,,0,0
2010,22,Louisiana,Black,1307,163,525,574,1131,149,472,474,,,0,0
2010,22,Louisiana,Hispanic,324,50,120,142,211,37,79,88,,,0,0
2010,22,Louisiana,Total,7820,1035,3371,3162,5140,723,2313,1947,3198,1307,0,0
2010,22,Louisiana,White,5160,639,2351,2052,3008,388,1462,1096,,,0,0
2011,22,Louisiana,Asian,576,134,218,215,459,114,175,163,,,0,0
2011,22,Louisiana,Black,1408,152,613,603,1244,136,560,516,,,0,0
2011,22,Louisiana,Hispanic,343,65,139,129,229,52,93,75,,,0,0
2011,22,Louisiana,Total,8474,1091,3686,3467,5623,765,2564,2154,3528,1474,0,0
2011,22,Louisiana,White,5679,676,2519,2362,3362,417,1594,1290,,,0,0
2012,22,Louisiana,Asian,621,130,283,200,490,101,233,149,,,0,0
2012,22,Louisiana,Black,1701,195,734,750,1513,180,672,642,,,0,0
2012,22,Louisiana,Hispanic,377,73,149,147,259,53,101,98,,,0,0
2012,22,Louisiana,Total,9748,1634,4218,3759,6609,1205,3016,2285,3931,1531,0,0
2012,22,Louisiana,White,6439,1141,2794,2449,3888,793,1814,1249,,,0,0
2013,22,Louisiana,Asian,834,190,331,293,687,167,274,229,,,1,0
2013,22,Louisiana,Black,2850,455,1127,1200,2538,429,1021,1023,,,1,0
2013,22,Louisiana,Hispanic,582,111,257,203,445,102,180,155,,,1,0
2013,22,Louisiana,Total,13786,2873,5445,5216,10092,2342,4022,3517,5516,1911,1,0
2013,22,Louisiana,White,8799,1950,3489,3256,5846,1502,2341,1925,,,1,0
2014,22,Louisiana,Asian,1023,261,377,364,837,223,300,294,,,1,0
2014,22,Louisiana,Black,3845,687,1502,1596,3455,647,1350,1405,,,1,0
2014,22,Louisiana,Hispanic,851,231,303,303,668,195,236,225,,,1,0
2014,22,Louisiana,Total,18591,4523,7024,6697,14194,3763,5283,4857,7471,2298,1,0
2014,22,Louisiana,White,11886,3115,4482,4110,8415,2492,3106,2670,,,1,0
2015,22,Louisiana,Asian,1132,331,388,390,941,290,317,314,,,1,0
2015,22,Louisiana,Black,4586,1145,1711,1597,4194,1102,1552,1414,,,1,0
2015,22,Louisiana,Hispanic,988,303,360,305,784,253,285,232,,,1,0
2015,22,Louisiana,Total,21350,6298,7846,6664,16651,5319,6078,4826,8921,2756,1,0
2015,22,Louisiana,White,13180,4072,4885,3963,9506,3295,3502,2530,,,1,0
2016,22,Louisiana,Asian,1154,392,374,366,942,343,286,293,,,1,0
2016,22,Louisiana,Black,5036,1515,1723,1707,4612,1449,1559,1523,,,1,0
2016,22,Louisiana,Hispanic,1643,509,609,500,1270,428,455,364,,,1,0
2016,22,Louisiana,Total,22679,7304,7987,7027,17503,6159,5936,5129,9891,3018,1,0
2016,22,Louisiana,White,13370,4386,4801,4044,9426,3487,3242,2607,,,1,0
2017,22,Louisiana,Asian,1205,447,390,352,1017,408,328,268,,,1,0
2017,22,Louisiana,Black,5496,1560,2037,1802,5164,1467,1927,1675,,,1,0
2017,22,Louisiana,Hispanic,1839,601,624,581,1468,522,486,430,,,1,0
2017,22,Louisiana,Total,23737,7505,8581,7242,19144,6451,6875,5462,10007,3256,1,0
2017,22,Louisiana,White,13607,4375,4967,4108,10071,3567,3639,2742,,,1,0
2018,22,Louisiana,Asian,1288,519,373,378,1112,481,311,306,,,1,0
2018,22,Louisiana,Black,5334,1825,1687,1704,4996,1737,1570,1573,,,1,0
2018,22,Louisiana,Hispanic,1933,750,642,513,1610,668,523,393,,,1,0
2018,22,Louisiana,Total,24230,8511,7996,7251,19826,7501,6363,5551,11476,3645,1,0
2018,22,Louisiana,White,13889,4798,4769,4131,10496,4034,3497,2818,,,1,0
2019,22,Louisiana,Asian,1319,570,369,367,1145,526,316,292,,,1,0
2019,22,Louisiana,Black,5742,2034,1790,1807,5472,1967,1702,1693,,,1,0
2019,22,Louisiana,Hispanic,2013,794,654,531,1694,720,537,406,,,1,0
2019,22,Louisiana,Total,25295,9422,8055,7328,21011,8351,6529,5680,11114,3722,1,0
2019,22,Louisiana,White,14305,5206,4722,4193,10953,4361,3520,2912,,,1,0
2000,23,Maine,Total,,,,,,,,,1809,1235,0,0
2001,23,Maine,Asian,97,6,38,51,63,6,28,27,,,0,0
2001,23,Maine,Black,17,3,1,12,15,3,1,10,,,0,0
2001,23,Maine,Hispanic,13,1,3,9,8,0,3,5,,,0,0
2001,23,Maine,Total,3830,242,1396,2086,3060,221,1086,1670,2050,1371,0,0
2001,23,Maine,White,3498,221,1284,1907,2802,201,998,1540,,,0,0
2002,23,Maine,Asian,102,6,31,62,63,4,21,36,,,0,0
2002,23,Maine,Black,12,2,5,5,12,2,5,5,,,0,0
2002,23,Maine,Hispanic,7,1,1,5,6,0,1,5,,,0,0
2002,23,Maine,Total,4086,293,1451,2248,3275,247,1138,1815,2572,1701,0,0
2002,23,Maine,White,3751,269,1340,2063,3032,232,1051,1684,,,0,0
2003,23,Maine,Asian,136,7,49,76,79,5,27,45,,,0,0
2003,23,Maine,Black,28,3,13,9,19,3,6,8,,,0,0
2003,23,Maine,Hispanic,11,0,2,7,8,0,1,5,,,0,0
2003,23,Maine,Total,4565,387,1591,2444,3677,338,1242,1979,2743,1746,0,0
2003,23,Maine,White,4125,366,1446,2194,3360,319,1148,1793,,,0,0
2004,23,Maine,Asian,159,11,54,91,85,8,34,41,,,0,0
2004,23,Maine,Black,28,3,7,14,17,2,3,9,,,0,0
2004,23,Maine,Hispanic,17,2,5,9,13,2,4,6,,,0,0
2004,23,Maine,Total,4975,428,1766,2567,3974,372,1386,2038,2893,1700,0,0
2004,23,Maine,White,4539,399,1617,2337,3680,351,1282,1894,,,0,0
2005,23,Maine,Asian,184,8,66,106,119,7,47,62,,,0,0
2005,23,Maine,Black,29,4,13,10,14,2,7,4,,,0,0
2005,23,Maine,Hispanic,11,3,2,6,6,0,2,4,,,0,0
2005,23,Maine,Total,5329,430,1930,2787,4292,366,1542,2236,2846,1883,0,0
2005,23,Maine,White,4845,394,1768,2528,3943,341,1417,2057,,,0,0
2006,23,Maine,Asian,196,18,70,103,108,15,39,51,,,0,0
2006,23,Maine,Black,50,4,18,25,35,4,12,16,,,0,0
2006,23,Maine,Hispanic,74,9,31,31,52,6,19,25,,,0,0
2006,23,Maine,Total,5855,549,2100,2945,4648,471,1625,2347,3114,1925,0,0
2006,23,Maine,White,5227,492,1893,2643,4229,422,1494,2149,,,0,0
2007,23,Maine,Asian,258,18,102,136,217,18,82,116,,,0,0
2007,23,Maine,Black,61,3,28,26,55,3,23,25,,,0,0
2007,23,Maine,Hispanic,95,7,31,54,85,7,26,49,,,0,0
2007,23,Maine,Total,6604,528,2632,3175,6083,507,2434,2882,3680,2275,0,0
2007,23,Maine,White,5904,487,2346,2843,5468,466,2190,2590,,,0,0
2008,23,Maine,Asian,336,25,137,168,278,22,115,137,,,0,0
2008,23,Maine,Black,68,2,25,37,60,2,21,33,,,0,0
2008,23,Maine,Hispanic,90,7,36,45,83,7,33,41,,,0,0
2008,23,Maine,Total,7505,623,2940,3659,6918,586,2730,3337,4223,2554,0,0
2008,23,Maine,White,6673,561,2643,3236,6190,528,2472,2970,,,0,0
2009,23,Maine,Asian,398,34,146,210,330,27,121,174,,,0,0
2009,23,Maine,Black,57,2,30,22,49,2,26,18,,,0,0
2009,23,Maine,Hispanic,94,15,36,39,89,13,36,36,,,0,0
2009,23,Maine,Total,7803,714,3127,3683,7247,689,2910,3389,3951,2307,0,0
2009,23,Maine,White,6959,648,2812,3277,6509,632,2633,3037,,,0,0
2010,23,Maine,Asian,436,38,166,220,358,32,134,182,,,0,0
2010,23,Maine,Black,90,7,43,39,86,7,41,37,,,0,0
2010,23,Maine,Hispanic,105,13,42,45,96,13,36,42,,,0,0
2010,23,Maine,Total,7863,734,3037,3801,7238,689,2808,3475,4034,2430,0,0
2010,23,Maine,White,6873,658,2682,3333,6379,621,2505,3071,,,0,0
2011,23,Maine,Asian,522,40,200,269,426,32,164,219,,,0,0
2011,23,Maine,Black,85,6,26,49,78,4,26,44,,,0,0
2011,23,Maine,Hispanic,112,9,39,61,98,9,35,52,,,0,0
2011,23,Maine,Total,7961,736,3239,3729,7324,706,3000,3381,4400,2755,0,0
2011,23,Maine,White,6906,660,2851,3206,6425,641,2667,2941,,,0,0
2012,23,Maine,Asian,579,42,237,297,475,37,196,240,,,0,0
2012,23,Maine,Black,102,8,51,39,91,7,45,37,,,0,0
2012,23,Maine,Hispanic,97,8,34,53,86,8,30,46,,,0,0
2012,23,Maine,Total,8249,833,3375,3893,7611,804,3133,3545,4576,2933,0,0
2012,23,Maine,White,7044,738,2893,3311,6569,716,2712,3051,,,0,0
2013,23,Maine,Asian,701,57,270,363,583,48,228,296,,,0,0
2013,23,Maine,Black,108,6,43,53,97,6,39,47,,,0,0
2013,23,Maine,Hispanic,132,10,51,69,119,9,48,60,,,0,0
2013,23,Maine,Total,8430,907,3454,3944,7792,857,3225,3590,4658,2929,0,0
2013,23,Maine,White,7275,810,3010,3375,6801,776,2836,3112,,,0,0
2014,23,Maine,Asian,677,55,220,369,560,48,175,309,,,0,0
2014,23,Maine,Black,129,8,57,63,113,8,51,53,,,0,0
2014,23,Maine,Hispanic,136,12,52,70,125,12,48,63,,,0,0
2014,23,Maine,Total,8594,1003,3522,3901,7896,962,3236,3542,4682,2921,0,0
2014,23,Maine,White,7464,907,3115,3324,6926,875,2890,3049,,,0,0
2015,23,Maine,Asian,651,64,273,303,539,57,228,244,,,0,0
2015,23,Maine,Black,125,6,49,60,106,4,45,47,,,0,0
2015,23,Maine,Hispanic,130,9,61,56,112,7,55,47,,,0,0
2015,23,Maine,Total,8495,952,3524,3843,7806,912,3275,3454,4270,2712,0,0
2015,23,Maine,White,7264,828,3012,3294,6755,802,2831,3001,,,0,0
2016,23,Maine,Asian,603,67,215,310,494,52,176,257,,,0,0
2016,23,Maine,Black,113,7,55,51,106,6,51,49,,,0,0
2016,23,Maine,Hispanic,215,28,77,105,191,26,71,90,,,0,0
2016,23,Maine,Total,8638,1028,3560,3936,7974,978,3314,3577,4290,2692,0,0
2016,23,Maine,White,7334,874,3061,3321,6851,846,2882,3050,,,0,0
2017,23,Maine,Asian,586,72,233,277,471,63,186,219,,,0,0
2017,23,Maine,Black,147,11,68,67,130,9,62,58,,,0,0
2017,23,Maine,Hispanic,221,28,97,95,196,24,88,84,,,0,0
2017,23,Maine,Total,8643,1166,3592,3766,7962,1116,3324,3417,3989,2535,0,0
2017,23,Maine,White,7281,995,3027,3167,6794,962,2831,2917,,,0,0
2018,23,Maine,Asian,668,80,270,308,212,39,86,87,,,0,0
2018,23,Maine,Black,136,11,54,68,111,10,45,53,,,0,0
2018,23,Maine,Hispanic,243,37,105,97,174,29,72,70,,,0,0
2018,23,Maine,Total,8472,1146,3472,3728,6603,982,2740,2789,4037,2469,0,0
2018,23,Maine,White,6944,947,2844,3068,5735,841,2387,2439,,,0,0
2019,23,Maine,Asian,654,84,245,316,225,47,79,99,,,0,0
2019,23,Maine,Black,145,11,62,71,118,9,53,56,,,0,0
2019,23,Maine,Hispanic,267,19,114,130,179,16,83,77,,,0,0
2019,23,Maine,Total,8640,1248,3503,3754,6780,1051,2836,2785,4628,2847,0,0
2019,23,Maine,White,7082,1048,2895,3042,5904,925,2473,2421,,,0,0
2000,24,Maryland,Total,,,,,,,,,9781,6811,0,0
2001,24,Maryland,Asian,2372,258,952,1121,2099,232,852,983,,,0,0
2001,24,Maryland,Black,2090,103,722,1188,1798,98,601,1031,,,0,0
2001,24,Maryland,Hispanic,170,18,60,88,126,16,43,63,,,0,0
2001,24,Maryland,Total,21923,2111,8287,10970,17333,1724,6585,8596,10613,7309,0,0
2001,24,Maryland,White,15186,1528,5734,7582,11707,1224,4442,5788,,,0,0
2002,24,Maryland,Asian,2819,336,1119,1310,2487,296,979,1163,,,0,0
2002,24,Maryland,Black,2370,225,802,1288,2019,205,674,1092,,,0,0
2002,24,Maryland,Hispanic,212,28,77,102,165,26,58,77,,,0,0
2002,24,Maryland,Total,24985,2655,9427,12259,20091,2230,7496,9829,12019,8414,0,0
2002,24,Maryland,White,17125,1802,6448,8463,13457,1474,5018,6630,,,0,0
2003,24,Maryland,Asian,3520,665,1279,1493,3176,632,1154,1317,,,0,0
2003,24,Maryland,Black,3231,299,1196,1597,2859,270,1079,1386,,,0,0
2003,24,Maryland,Hispanic,293,38,107,138,235,32,85,111,,,0,0
2003,24,Maryland,Total,29993,4167,11213,13569,24880,3744,9247,11001,13315,9184,0,0
2003,24,Maryland,White,19887,2728,7497,9051,16028,2400,5974,7151,,,0,0
2004,24,Maryland,Asian,3881,757,1458,1540,3549,729,1330,1371,,,0,0
2004,24,Maryland,Black,3686,397,1308,1761,3327,360,1191,1579,,,0,0
2004,24,Maryland,Hispanic,319,53,113,134,276,49,97,112,,,0,0
2004,24,Maryland,Total,33631,5030,12326,14754,28261,4487,10320,12145,15294,10257,0,0
2004,24,Maryland,White,22115,3220,8131,9876,18014,2800,6589,7888,,,0,0
2005,24,Maryland,Asian,4293,856,1606,1715,3931,818,1480,1530,,,0,0
2005,24,Maryland,Black,4130,460,1499,1954,3713,421,1359,1730,,,0,0
2005,24,Maryland,Hispanic,374,63,138,148,315,59,115,118,,,0,0
2005,24,Maryland,Total,37357,6010,13903,15961,31537,5431,11689,13141,17186,11376,0,0
2005,24,Maryland,White,24461,3897,9086,10628,20046,3468,7405,8472,,,0,0
2006,24,Maryland,Asian,4695,1015,1678,1874,4342,978,1540,1705,,,0,0
2006,24,Maryland,Black,4800,676,1763,2132,4345,646,1598,1881,,,0,0
2006,24,Maryland,Hispanic,2180,393,804,854,1949,374,727,732,,,0,0
2006,24,Maryland,Total,41711,7622,15047,17126,35593,6997,12834,14053,18174,12082,0,0
2006,24,Maryland,White,27031,5019,9878,11151,22421,4532,8206,8831,,,0,0
2007,24,Maryland,Asian,5180,1200,1820,2002,4788,1148,1685,1809,,,0,0
2007,24,Maryland,Black,6052,841,2037,2862,5536,771,1855,2614,,,0,0
2007,24,Maryland,Hispanic,2477,479,865,975,2245,454,772,871,,,0,0
2007,24,Maryland,Total,45018,8257,16149,18635,38599,7488,13788,15589,20232,12882,0,0
2007,24,Maryland,White,28206,5188,10353,11675,23410,4613,8572,9400,,,0,0
2008,24,Maryland,Asian,5695,1417,2013,2098,5264,1347,1850,1912,,,0,0
2008,24,Maryland,Black,7812,1137,2724,3579,7185,1045,2502,3291,,,0,0
2008,24,Maryland,Hispanic,2958,571,1069,1156,2703,545,966,1035,,,0,0
2008,24,Maryland,Total,49493,9410,17741,20328,42641,8580,15190,17074,21963,13768,0,0
2008,24,Maryland,White,29592,5599,10747,12331,24505,5004,8858,9865,,,0,0
2009,24,Maryland,Asian,6163,1517,2226,2269,5731,1466,2052,2070,,,0,0
2009,24,Maryland,Black,8636,1384,3021,3839,8076,1347,2832,3522,,,0,0
2009,24,Maryland,Hispanic,3273,607,1185,1334,3024,586,1099,1201,,,0,0
2009,24,Maryland,Total,52456,10391,18967,21125,45897,9667,16522,17927,23293,14455,0,0
2009,24,Maryland,White,30716,6214,11285,12365,25895,5655,9468,10028,,,0,0
2010,24,Maryland,Asian,6604,1790,2256,2413,6111,1735,2058,2185,,,0,0
2010,24,Maryland,Black,9728,1551,3461,4245,8974,1465,3230,3840,,,0,0
2010,24,Maryland,Hispanic,3634,770,1276,1423,3351,716,1169,1310,,,0,0
2010,24,Maryland,Total,56460,11726,20033,22252,49246,10860,17367,18820,24961,15167,0,0
2010,24,Maryland,White,32224,6838,11686,12815,27050,6214,9745,10324,,,0,0
2011,24,Maryland,Asian,7056,2002,2399,2503,6504,1941,2194,2226,,,0,0
2011,24,Maryland,Black,10499,1832,3584,4588,9688,1750,3281,4188,,,0,0
2011,24,Maryland,Hispanic,4034,863,1493,1499,3721,822,1364,1364,,,0,0
2011,24,Maryland,Total,59617,13209,21130,23068,52153,12258,18318,19555,25934,15586,0,0
2011,24,Maryland,White,33666,7495,12200,13030,28392,6807,10213,10544,,,0,0
2012,24,Maryland,Asian,7534,2285,2576,2592,6909,2178,2327,2333,,,0,0
2012,24,Maryland,Black,10726,2082,3831,4633,9845,1991,3513,4169,,,0,0
2012,24,Maryland,Hispanic,4299,1023,1529,1686,3938,975,1408,1500,,,0,0
2012,24,Maryland,Total,62816,14988,22836,23950,54787,13888,19745,20222,26640,16327,0,0
2012,24,Maryland,White,35103,8466,13032,13212,29558,7687,10876,10663,,,0,0
